AGENCY #,AGENCY TITLE,CLASSIFICATION,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$105847.00
58030,OUS - Oregon State University,Administrator 2-Faclt/Ops Dept,Executive/Admin and managerial,Full-Time,$105840.00
58030,OUS - Oregon State University,Administrator 2-Unit Bus Ops,Executive/Admin and managerial,Full-Time,$105840.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$105786.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$105777.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$105714.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$105588.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$105576.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$105318.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$105300.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$105192.00
58030,OUS - Oregon State University,Administrator 1-Regional,Executive/Admin and managerial,Full-Time,$105060.00
58030,OUS - Oregon State University,Specialist 2-Ext Relations,Other professionals,Full-Time,$105000.00
58030,OUS - Oregon State University,Administrator 1-Univ Faclt/Ops,Executive/Admin and managerial,Full-Time,$105000.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$104928.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$104909.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$104850.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$104679.00
58030,OUS - Oregon State University,Administrator 1-Regional,Executive/Admin and managerial,Full-Time,$104508.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$104490.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$104481.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$104418.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$104391.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$104364.00
58030,OUS - Oregon State University,Administrator 2-Info Services,Executive/Admin and managerial,Full-Time,$104220.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$104100.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$104048.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$104028.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$103977.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$103920.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$103884.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$103878.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$103806.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$103761.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$103716.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$103707.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$103455.00
58030,OUS - Oregon State University,Administrator 2-Athletic Ops,Executive/Admin and managerial,Full-Time,$103428.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$103428.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$103380.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$103365.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$103365.00
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,$103344.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$103320.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$103311.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$103224.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$103131.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$103131.00
58030,OUS - Oregon State University,Administrator 2-Unit Bus Ops,Executive/Admin and managerial,Full-Time,$103128.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$103056.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$103020.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$103020.00
58030,OUS - Oregon State University,Administrator 1-Regional,Executive/Admin and managerial,Full-Time,$103020.00
58030,OUS - Oregon State University,Administrator 1-Regional,Executive/Admin and managerial,Full-Time,$103020.00
58030,OUS - Oregon State University,Administrator 1-Intl Program,Executive/Admin and managerial,Full-Time,$103020.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$103014.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$102984.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$102969.00
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,$102756.00
58030,OUS - Oregon State University,Administrator 1-Regional,Executive/Admin and managerial,Full-Time,$102756.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$102696.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$102600.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$102516.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$102432.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$102294.00
58030,OUS - Oregon State University,Administrator 3-IT Architect,Executive/Admin and managerial,Full-Time,$102252.00
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Full-Time,$102120.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$102006.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$102006.00
58030,OUS - Oregon State University,Administrator 3-Res & Serv Ops,Executive/Admin and managerial,Full-Time,$101976.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$101862.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$101817.00
58030,OUS - Oregon State University,Administrator 2-Whrse/Enter,Executive/Admin and managerial,Full-Time,$101784.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$101754.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$101727.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$101718.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$101616.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$101583.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$101556.00
58030,OUS - Oregon State University,Associate Professor(Extension),Faculty,Full-Time,$101232.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$101196.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$101136.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$100980.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$100956.00
58030,OUS - Oregon State University,Administrator 1-Marine Supt,Executive/Admin and managerial,Full-Time,$100956.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$100824.00
58030,OUS - Oregon State University,Specialist 1-Pharmacist,Other professionals,Full-Time,$100716.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$100665.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$100488.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$100056.00
58030,OUS - Oregon State University,Coordinator-PAC12 Md Asst COA,Other professionals,Full-Time,$100008.00
58030,OUS - Oregon State University,Specialist 2-Chief Ath Asst,Other professionals,Full-Time,$100008.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$100008.00
58030,OUS - Oregon State University,Administrator 3-Non Rev H-COA,Executive/Admin and managerial,Full-Time,$100008.00
58030,OUS - Oregon State University,Administrator 3-Strg/Con H-COA,Executive/Admin and managerial,Full-Time,$100008.00
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,$100008.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$99963.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$99882.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$99531.00
58030,OUS - Oregon State University,Administrator 2-Dept/Colg Comp,Executive/Admin and managerial,Full-Time,$99408.00
58030,OUS - Oregon State University,Specialist 1-Pharmacist,Other professionals,Full-Time,$99312.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$99261.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$99189.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$99012.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$99000.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$98928.00
58030,OUS - Oregon State University,Coordinator-PAC12 Md Asst COA,Other professionals,Full-Time,$98796.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$98724.00
58030,OUS - Oregon State University,Administrator 2-Info Services,Executive/Admin and managerial,Full-Time,$98700.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$98613.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$98586.00
58030,OUS - Oregon State University,Administrator 1-Proc & Contr,Executive/Admin and managerial,Full-Time,$98388.00
58030,OUS - Oregon State University,Administrator 2-Bursar,Executive/Admin and managerial,Full-Time,$98388.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$98262.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$98244.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$98196.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$98148.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$98100.00
58030,OUS - Oregon State University,Administrator 1-Outrch & Engag,Executive/Admin and managerial,Full-Time,$98004.00
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Full-Time,$97980.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$97956.00
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,$97860.00
58030,OUS - Oregon State University,Officer-Industry Contracts,Other professionals,Full-Time,$97860.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$97860.00
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,$97860.00
58030,OUS - Oregon State University,Specialist 2-IT Strategic,Other professionals,Full-Time,$97860.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$97836.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$97800.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$97749.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$97692.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$97692.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$97692.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$97692.00
58030,OUS - Oregon State University,Administrator 2-Acad Programs,Executive/Admin and managerial,Full-Time,$97536.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$97515.00
58030,OUS - Oregon State University,Executive 3-Rec Sports,Executive/Admin and managerial,Full-Time,$97404.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$97344.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$97335.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$97335.00
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Full-Time,$97320.00
58030,OUS - Oregon State University,Administrator 3-Counseling,Executive/Admin and managerial,Full-Time,$97008.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$96885.00
58030,OUS - Oregon State University,Administrator 3-IT Services,Executive/Admin and managerial,Full-Time,$96840.00
58030,OUS - Oregon State University,Administrator 2-Univ Bus Ops,Executive/Admin and managerial,Full-Time,$96720.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$96552.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$96516.00
58030,OUS - Oregon State University,Chief Assistant,Other professionals,Full-Time,$96516.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$96516.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$96444.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$96435.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$96435.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$96408.00
58030,OUS - Oregon State University,Administrator 2-HRIS,Executive/Admin and managerial,Full-Time,$96408.00
58030,OUS - Oregon State University,Analyst-IT Systems,Other professionals,Full-Time,$96408.00
58030,OUS - Oregon State University,Administrator 1-Acad Program 2,Executive/Admin and managerial,Full-Time,$96384.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$96318.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$96288.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$96219.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$96186.00
58030,OUS - Oregon State University,Administrator 3-IT Services,Executive/Admin and managerial,Full-Time,$96000.00
58030,OUS - Oregon State University,Administrator 3-Univ Faclt/Ops,Executive/Admin and managerial,Full-Time,$96000.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$95940.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$95805.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$95796.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$95796.00
58030,OUS - Oregon State University,Administrator 2-Info Services,Executive/Admin and managerial,Full-Time,$95724.00
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,$95688.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$95484.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$95472.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$95292.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$95283.00
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,$95256.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$95232.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$95220.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$95220.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$95196.00
58030,OUS - Oregon State University,Administrator 3-Res & Serv Ops,Executive/Admin and managerial,Full-Time,$95100.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$95060.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$95040.00
58030,OUS - Oregon State University,Administrator 2-Whrse/Enter,Executive/Admin and managerial,Full-Time,$95004.00
58030,OUS - Oregon State University,Administrator 2-CISO,Executive/Admin and managerial,Full-Time,$95004.00
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,$95004.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$94932.00
58030,OUS - Oregon State University,Administrator 2-Info Services,Executive/Admin and managerial,Full-Time,$94896.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$94860.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$94788.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$94770.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$94770.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$94770.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$94554.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$94536.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$94428.00
58030,OUS - Oregon State University,Administrator 2-Nursing,Executive/Admin and managerial,Full-Time,$94392.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$94365.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$94152.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$94116.00
58030,OUS - Oregon State University,Administrator 2-Ext Campus,Executive/Admin and managerial,Full-Time,$94104.00
58030,OUS - Oregon State University,Administrator 2-Ext Campus,Executive/Admin and managerial,Full-Time,$94104.00
58030,OUS - Oregon State University,Administrator 2-Ext Campus,Executive/Admin and managerial,Full-Time,$94104.00
58030,OUS - Oregon State University,Administrator 2-Ext Campus,Executive/Admin and managerial,Full-Time,$94104.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$94068.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$94059.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$93996.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$93951.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$93861.00
58030,OUS - Oregon State University,Officer-Budg & Fiscal Plan,Other professionals,Full-Time,$93840.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$93834.00
58030,OUS - Oregon State University,Coordinator-IT Project 1,Other professionals,Full-Time,$93804.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$93768.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$93744.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$93735.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$93735.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$93393.00
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,$93252.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$93231.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$93222.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$93216.00
58030,OUS - Oregon State University,Coordinator-Athletics Ops,Other professionals,Full-Time,$93204.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$93042.00
58030,OUS - Oregon State University,Administrator 2-Train/Org Dev,Executive/Admin and managerial,Full-Time,$93024.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$93006.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$92880.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$92880.00
58030,OUS - Oregon State University,Administrator 1-Student Servs,Executive/Admin and managerial,Full-Time,$92868.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$92868.00
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,$92844.00
58030,OUS - Oregon State University,Manager 1-R&D Program,Executive/Admin and managerial,Full-Time,$92832.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$92700.00
58030,OUS - Oregon State University,Administrator 2-Acad Intl Prog,Executive/Admin and managerial,Full-Time,$92700.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$92700.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$92700.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$92700.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$92700.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$92700.00
58030,OUS - Oregon State University,Specialist 2-Assoc Trainer,Other professionals,Full-Time,$92700.00
58030,OUS - Oregon State University,Specialist 1-Ombudsman,Other professionals,Full-Time,$92700.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$92700.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$92700.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$92700.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$92700.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$92532.00
58030,OUS - Oregon State University,Administrator 2-Univ Bus Ops,Executive/Admin and managerial,Full-Time,$92508.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$92340.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$92295.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$92295.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$92259.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$92214.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$92142.00
58030,OUS - Oregon State University,Officer-Budg & Fiscal Plan,Other professionals,Full-Time,$92040.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$92028.00
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,$92004.00
58030,OUS - Oregon State University,Administrator 1-Student Servs,Executive/Admin and managerial,Full-Time,$92004.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$91740.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$91737.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$91680.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$91680.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$91680.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$91674.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$91656.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$91644.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$91602.00
58030,OUS - Oregon State University,Administrator 2-Health,Executive/Admin and managerial,Full-Time,$91440.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$91428.00
58030,OUS - Oregon State University,Administrator 3-Res & Serv Ops,Executive/Admin and managerial,Full-Time,$91416.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$91368.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$91341.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$91323.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$91260.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$91200.00
58030,OUS - Oregon State University,Mid-level Medical Practitioner,Classified Staff,Full-Time,$91185.00
58030,OUS - Oregon State University,Mid-level Medical Practitioner,Classified Staff,Full-Time,$91185.00
58030,OUS - Oregon State University,Mid-level Medical Practitioner,Classified Staff,Full-Time,$91185.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$91152.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$91128.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$91104.00
58030,OUS - Oregon State University,Administrator 1-Student Servs,Executive/Admin and managerial,Full-Time,$91080.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$91080.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$91080.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$91062.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$91062.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$91032.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$91020.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$91008.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$90996.00
58030,OUS - Oregon State University,Coordinator-Rev Olym Asst COA,Other professionals,Full-Time,$90936.00
58030,OUS - Oregon State University,Librarian,Faculty,Full-Time,$90936.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$90927.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$90792.00
58030,OUS - Oregon State University,Manager 1-BCHRM,Executive/Admin and managerial,Full-Time,$90708.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$90693.00
58030,OUS - Oregon State University,Administrator 3-IT Architect,Executive/Admin and managerial,Full-Time,$90660.00
58030,OUS - Oregon State University,Administrator 2-Dept/Colg Mktg,Executive/Admin and managerial,Full-Time,$90660.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$90660.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$90648.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$90648.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$90648.00
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,$90624.00
58030,OUS - Oregon State University,Administrator 2-Info Services,Executive/Admin and managerial,Full-Time,$90612.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$90336.00
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,$90288.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$90270.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$90036.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$90000.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$90000.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$90000.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$90000.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$90000.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$90000.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$90000.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$90000.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$89892.00
58030,OUS - Oregon State University,Administrator 2-Contr & Compl,Executive/Admin and managerial,Full-Time,$89760.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$89712.00
58030,OUS - Oregon State University,Administrator 2-Info Services,Executive/Admin and managerial,Full-Time,$89664.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$89622.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$89622.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$89622.00
58030,OUS - Oregon State University,Coordinator-Cap Const Proj Mgr,Other professionals,Full-Time,$89592.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$89541.00
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,$89520.00
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,$89520.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$89460.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$89352.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$89334.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$89328.00
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,$89256.00
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,$89191.00
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,$89184.00
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,$89172.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$89091.00
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,$89040.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$88908.00
58030,OUS - Oregon State University,Manager 1-BCHRM,Executive/Admin and managerial,Full-Time,$88872.00
58030,OUS - Oregon State University,Associate Professor (Clinical),Faculty,Full-Time,$88806.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$88740.00
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,$88695.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$88623.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$88614.00
